ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2022-05-05,2773.276779300432,1162.1592178364012,4511.0567332189585,2773.276779300432,2773.276779300432,-31.86231183671139,-31.86231183671139,-31.86231183671139,-31.86231183671139,-31.86231183671139,-31.86231183671139,0.0,0.0,0.0,2741.4144674637205
2022-05-07,2772.645906640531,1033.02495887723,4303.838811760861,2772.645906640531,2772.645906640531,18.333063927248826,18.333063927248826,18.333063927248826,18.333063927248826,18.333063927248826,18.333063927248826,0.0,0.0,0.0,2790.97897056778
2022-05-08,2772.3304703105805,1164.6120141567849,4348.692148025954,2772.3304703105805,2772.3304703105805,5.551561857905106,5.551561857905106,5.551561857905106,5.551561857905106,5.551561857905106,5.551561857905106,0.0,0.0,0.0,2777.8820321684857
2022-05-09,2772.0150339806305,1193.8933670740282,4642.298828526451,2772.0150339806305,2772.0150339806305,152.55415737138668,152.55415737138668,152.55415737138668,152.55415737138668,152.55415737138668,152.55415737138668,0.0,0.0,0.0,2924.5691913520172
2022-05-10,2771.69959765068,989.1070398865994,4299.29517333385,2771.69959765068,2771.69959765068,-67.66198722973714,-67.66198722973714,-67.66198722973714,-67.66198722973714,-67.66198722973714,-67.66198722973714,0.0,0.0,0.0,2704.037610420943
2022-05-11,2771.38416132073,1045.1839121270393,4486.993266678927,2771.38416132073,2771.38416132073,70.67056295103708,70.67056295103708,70.67056295103708,70.67056295103708,70.67056295103708,70.67056295103708,0.0,0.0,0.0,2842.054724271767
2022-05-12,2771.068724990779,1133.3489109530997,4484.460921519077,2771.068724990779,2771.068724990779,-31.86231183728093,-31.86231183728093,-31.86231183728093,-31.86231183728093,-31.86231183728093,-31.86231183728093,0.0,0.0,0.0,2739.206413153498
2022-05-13,2770.7532886608287,1078.631251853572,4267.538286910121,2770.7532886608287,2770.7532886608287,-147.58504704122797,-147.58504704122797,-147.58504704122797,-147.58504704122797,-147.58504704122797,-147.58504704122797,0.0,0.0,0.0,2623.168241619601
2022-05-14,2770.4378523308787,1099.8909452591895,4484.528454566907,2770.4378523308787,2770.4378523308787,18.333063927461623,18.333063927461623,18.333063927461623,18.333063927461623,18.333063927461623,18.333063927461623,0.0,0.0,0.0,2788.7709162583405
2022-05-15,2770.1224160009283,1256.4094843000041,4498.622413635317,2770.1224160009283,2770.1224160009283,5.551561858107738,5.551561858107738,5.551561858107738,5.551561858107738,5.551561858107738,5.551561858107738,0.0,0.0,0.0,2775.673977859036
